,ticker,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Cash and cash equivalents(figures in $M),V,15689.0,16487.0,16289.0,7838.0
Other short-term investments(figures in $M),V,2833.0,2025.0,3752.0,4236.0
Total cash(figures in $M),V,18522.0,18512.0,20041.0,12074.0
Net receivables(figures in $M),V,2020.0,1968.0,1618.0,1542.0
Other current assets(figures in $M),V,1272.0,1359.0,1214.0,741.0
Total current assets(figures in $M),V,30205.0,27607.0,27645.0,20970.0
"Gross property, plant and equipment(figures in $M)",V,8881.0,7674.0,7161.0,6570.0
Accumulated depreciation(figures in $M),V,-5658.0,-4959.0,-4424.0,-3875.0
"Net property, plant and equipment(figures in $M)",V,3223.0,2715.0,2737.0,2695.0
Equity and other investments(figures in $M),V,2136.0,1705.0,231.0,2157.0
Goodwill(figures in $M),V,17787.0,15958.0,15910.0,15656.0
Intangible assets(figures in $M),V,25065.0,27664.0,27808.0,26780.0
Other long-term assets(figures in $M),V,7085.0,7247.0,6588.0,4316.0
Total non-current assets(figures in $M),V,55296.0,55289.0,53274.0,51604.0
Total assets(figures in $M),V,85501.0,82896.0,80919.0,72574.0
Current debt(figures in $M),V,2250.0,999.0,2999.0,0.0
Accounts payable(figures in $M),V,340.0,266.0,174.0,156.0
Accrued liabilities(figures in $M),V,5182.0,3317.0,2754.0,2828.0
Other current liabilities(figures in $M),V,8441.0,7503.0,6026.0,5645.0
Total current liabilities(figures in $M),V,20853.0,15739.0,14510.0,13415.0
Long-term debt(figures in $M),V,20200.0,19978.0,21071.0,16729.0
Deferred tax liabilities(figures in $M),V,5332.0,6128.0,5237.0,4807.0
Other long-term liabilities(figures in $M),V,3535.0,3462.0,3891.0,2939.0
Total non-current liabilities(figures in $M),V,29067.0,29568.0,30199.0,24475.0
Total liabilities(figures in $M),V,49920.0,45307.0,44709.0,37890.0
Common stock(figures in $M),V,21869.0,3080.0,5086.0,5462.0
Retained earnings(figures in $M),V,16116.0,15351.0,14088.0,13502.0
Accumulated other comprehensive income(figures in $M),V,-2369.0,436.0,354.0,-650.0
Total stockholders' equity(figures in $M),V,35581.0,37589.0,36210.0,34684.0
Total liabilities and stockholders' equity(figures in $M),V,85501.0,82896.0,80919.0,72574.0
